8619,1372.6860000000004
2552,-83.98400000000001
2680,-1106.660016
1969,-487.23
8601,-57.48
1615,-112.99239899999999
8482,-132.29999999999998
8210,0.0
8475,-468.64
788,0.0
1765,-99.84
1758,815.9935999999999
1739,-287.55
3302,109.8587448
8525,221.804
8540,57.64607999999999
8606,1600.3599900000002
1775,391.1697679999999
797,-88.8
1576,-248.0
8512,2492.272656
8547,0.0
1715,99.01800000000001
1721,113.22027
1760,0.0
1996,390.822
1773,529.8720000000001
8140,558.5706
8219,794.0646
1652,464.52000000000004
1746,-516.9359999999999
8502,309.4560000000001
6860,173.63699999999997
6190,0.0
1810,-51.92
8223,1278.96
1763,-268.75038960000006
2262,579.8520000000001
1592,-637.5
8305,-336.06
1620,-23.671352499999998
1587,-340.05
1916,10.323
1749,-101.68119000000002
8146,1359.96
2003,103.5
1806,-279.213882
8357,31.54332
8403,-77.295456
1757,59.976
1451,32.539332800000004
6119,-246.99528
8545,36.0108
8490,40.02
1978,572.0000000000001
1598,1044.2556000000002
8536,39.945983999999996
8105,531.25
8521,362.1
2119,129.42899999999997
8391,120.0
1742,-240.0
1750,126.54
1752,728.9
8107,1493.3760000000002
8527,2100.0
1671,-44.026002000000005
8151,97.51625
8511,-405.45000000000005
8447,30.149820000000005
8507,-372.48
1726,10.01
8451,67.4856
8241,90.08099099999998
1735,10.05201
8372,238.0574
2116,-24.0
1716,82.88064
8401,-118.91162400000002
2779,0.0
8448,-6.192
8168,400.0
2377,-23.904
6036,700.176
1815,9.6445776
1705,358.792
1621,140.0
8483,451.64
2182,25.4223
1933,70.56403199999998
8526,88.379046
8367,0.0
1183,144.04800000000003
8532,910.1580040000001
8040,58.417931249999995
8510,-182.72
8523,-300.0
8535,-184.36800000000002
8379,40.04
1729,-360.06
8522,24.019999999999996
8473,49.959990000000005
3319,-819.6949999999999
8519,-360.045
6829,15.09
8450,152.736
8456,88.34367359999999
8395,457.73938200000003
8136,1120.4
2683,56.090210400000004
8043,1890.6299999999999
2139,195.56199999999998
1665,-13.217600000000001
3699,0.0
8371,-379.32
8513,97.02
8479,480.0
8285,24.939999999999998
8487,351.9648
8493,20.748
8350,38.262750000000004
8509,40.019999999999996
2292,140.12
6158,10.200000000000001
8313,12.870000000000001
2448,-612.5
8506,-488.88000000000005
2025,24.190319999999996
3738,223.85059200000003
8501,158.372136
1730,3353.56
2708,475.2
8422,340.542306
8485,392.00000000000006
3878,96.024
8419,272.7
1789,1220.6399999999999
1727,0.0
2022,189.37694
8377,60.0
8385,75.090015
6090,49.896
1475,-202.08
1417,41.48702440000001
2227,-383.928
8429,76.46184
8406,555.625
8495,-133.35
1710,111.456
8402,-50.487024
2858,20.9825
3358,-421.08
1337,360.8
8376,121.55625599999999
8118,2000.3999999999999
8373,1588.08676
1706,981.2600000000001
8400,145.857348
8375,840.24999
2122,-8.616167999999998
8426,47.595
1720,285.35146199999997
2232,228.8
8436,-209.898
8430,68.10000000000001
2225,112.530002
6080,0.0
8470,0.0
8476,20.991999999999997
2337,373.354
8457,466.72499999999997
8065,135.13500000000002
8392,249.92
8480,560.0
8437,800.0640000000001
